facility_kind,facility_id,pole_id,direction_degrees,install_date,replace_date,projected_x,projected_y,state_code,display_code,work_code,source_coordinate_system
audio_signal,24-0000020769,02-0000222788,,20210422,20241105,,,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000012530,02-0000194247,0.0,,,204568.09288,546321.47041,1.0,1,1,seoul_projected_xy_unconverted
audio_signal,24-0000012541,02-0000164615,0.0,,,207649.6375,554782.56874,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000012542,02-0000164616,0.0,,,207633.1375,554779.63124,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000012621,02-0000174291,180.0,20130314,20130314,211963.24158,549276.46396,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000018820,02-0000117194,,20210805,20210805,204863.59846,564742.38996,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000019552,02-0000178915,,20220518,20220518,192032.29266,542379.94555,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000011092,02-0000178917,0.0,20111005,20161101,185726.4875,543040.34374,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000012221,02-0000183260,180.0,20160909,20160909,189608.16539,544141.07373,1.0,1,1,seoul_projected_xy_unconverted
audio_signal,24-0000000325,02-0000134328,180.0,20140711,20171029,193323.575,547327.86874,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000007948,02-0000220483,0.0,20220509,20220509,193159.575,545196.86874,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000013793,02-0000156910,180.0,20220518,20220518,193389.00315,545909.47522,1.0,1,1,seoul_projected_xy_unconverted
audio_signal,24-0000016951,02-0000207642,,20220518,20220518,193378.25364,545902.99118,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000000762,02-0000053128,180.0,20170822,20170822,212642.6375,549044.40624,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000012291,02-0000193791,180.0,20160201,20160201,212748.21215,541930.84674,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000012294,02-0000193796,180.0,20160201,20160201,212767.74254,541932.67437,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000014448,02-0000061248,180.0,20171016,20171016,190862.20736,548359.35485,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000014444,02-0000162015,180.0,20171213,20171213,190242.1625,546707.71874,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000013792,02-0000029564,180.0,20220518,20220518,193384.69114,545895.30368,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000014514,02-0000134010,180.0,20171214,20171214,184011.36803,550109.44046,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000014513,02-0000134011,180.0,20171214,20171214,184022.87198,550082.49947,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000014526,02-0000197084,180.0,20171226,20171226,186346.64167,547905.33454,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000014528,02-0000197086,180.0,20171226,20171226,185777.66679,548163.92445,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000003439,02-0000029567,180.0,20220518,20220518,193385.19114,545926.99118,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000007634,02-0000171134,180.0,20120414,20170428,210571.3,546155.51874,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000000152,02-0000046475,180.0,20140419,20170428,211999.3,544465.03124,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000010972,02-0000173760,0.0,20171201,20171201,203113.85,546244.15624,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000007230,02-0000168556,180.0,20110823,20170423,215250.6875,550189.64374,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000008416,02-0000173757,225.0,20120330,20171201,203114.9625,546196.76874,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000008417,02-0000173758,45.0,20120330,20171201,203143.56488,546191.88208,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000015135,02-0000039017,,20180801,20250930,205403.81747,544930.66435,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000014479,02-0000196937,180.0,20171222,20171222,205981.32933,545416.37381,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000000763,02-0000053131,180.0,20151031,20171122,212721.79652,549052.14378,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000015134,02-0000039015,,20180801,20250930,205405.23573,544946.56385,1.0,2,1,seoul_projected_xy_unconverted
audio_signal,24-0000014426,02-0000196766,180.0,20170709,20170709,208784.97538,543733.89067,1.0,2,1,seoul_projected_xy_unconverted
