hotspot_fid,hotspot_id,source_year,legal_dong_code,site_code,district,place_name,display_name,accidents,casualties,deaths,serious_injuries,minor_injuries,reported_injuries,center_lng,center_lat,risk_score,risk_score_norm,risk_percentile,risk_level,risk_level_ko
6779532,2022040,2022,4213010500,42130001,강원도 원주시1,강원도 원주시 개운동(원주고용복지플러스센 부근),강원도 원주시 개운동(원주고용복지플러스센 부근),7,7,1,6,0,0,127.948883045417,37.331308730814,41.0,0.08,0.6361,medium,주의
6779338,2022040,2022,4213010100,42130002,강원도 원주시2,강원도 원주시 중앙동(파도찻집 부근),강원도 원주시 중앙동(파도찻집 부근),7,7,0,7,0,0,127.948770980897,37.350418488823,35.0,0.0,0.3196,low,관심
6779237,2022040,2022,4272025000,42720001,강원도 홍천군1,강원도 홍천군 홍천읍(미세스박 부근),강원도 홍천군 홍천읍(미세스박 부근),7,7,1,6,0,0,127.885247277341,37.689192598161,41.0,0.08,0.6361,medium,주의
6779168,2022040,2022,4283025000,42830001,강원도 양양군1,강원도 양양군 양양읍(남문리35 부근),강원도 양양군 양양읍(남문리35 부근),7,8,0,8,0,0,128.62310727718,38.075622799853,39.0,0.0533,0.432,medium,주의
6779250,2022040,2022,4311111100,43111001,충청북도 청주시 상당구1,충청북도 청주시 상당구 석교동(미래수산 부근),충청북도 청주시 상당구 석교동(미래수산 부근),7,7,0,7,0,0,127.490224669534,36.627048736311,35.0,0.0,0.3196,low,관심
6779022,2022040,2022,4313012400,43130001,충청북도 충주시1,충청북도 충주시 충의동(현대계란상회 부근),충청북도 충주시 충의동(현대계란상회 부근),10,11,0,10,1,0,127.930146239858,36.97369773936,51.0,0.2133,0.8629,high,고위험
6779215,2022040,2022,4315010700,43150001,충청북도 제천시1,충청북도 제천시 중앙로2가(중앙그릇백화점 부근),충청북도 제천시 중앙로2가(중앙그릇백화점 부근),7,7,0,7,0,0,128.213005222214,37.138016124146,35.0,0.0,0.3196,low,관심
6779197,2022040,2022,4373025000,43730001,충청북도 옥천군1,충청북도 옥천군 옥천읍(금구사거리 부근),충청북도 옥천군 옥천읍(금구사거리 부근),8,8,0,8,0,0,127.568008249182,36.301579525576,40.0,0.0667,0.5282,medium,주의
6779193,2022040,2022,4374025000,43740001,충청북도 영동군1,충청북도 영동군 영동읍(중앙사거리 부근),충청북도 영동군 영동읍(중앙사거리 부근),7,7,0,7,0,0,127.776953906798,36.174880041881,35.0,0.0,0.3196,low,관심
6779366,2022040,2022,4374525000,43745001,충청북도 증평군1,충청북도 증평군 증평읍(증평사거리 부근),충청북도 증평군 증평읍(증평사거리 부근),8,8,0,8,0,0,127.58210514114,36.784059964896,40.0,0.0667,0.5282,medium,주의
6779184,2022040,2022,4413110200,44131001,충청남도 천안시 동남구1,충청남도 천안시 동남구 성황동(포토베이스 부근),충청남도 천안시 동남구 성황동(포토베이스 부근),8,8,0,8,0,0,127.149146410779,36.812778481643,40.0,0.0667,0.5282,medium,주의
6778889,2022040,2022,4413110500,44131002,충청남도 천안시 동남구2,충청남도 천안시 동남구 영성동(남산사거리 부근),충청남도 천안시 동남구 영성동(남산사거리 부근),8,8,0,8,0,0,127.149203164296,36.800338396301,40.0,0.0667,0.5282,medium,주의
6779136,2022040,2022,4413110900,44131003,충청남도 천안시 동남구3,충청남도 천안시 동남구 청수동(속성변화점 부근),충청남도 천안시 동남구 청수동(속성변화점 부근),7,8,1,6,1,0,127.152804860957,36.797103676994,42.0,0.0933,0.6542,medium,주의
6779344,2022040,2022,4413110100,44131004,충청남도 천안시 동남구4,충청남도 천안시 동남구 대흥동(천안역앞교차로 부근),충청남도 천안시 동남구 대흥동(천안역앞교차로 부근),7,7,0,7,0,0,127.148935356982,36.809893165138,35.0,0.0,0.3196,low,관심
6779249,2022040,2022,4413310400,44133001,충청남도 천안시 서북구1,충청남도 천안시 서북구 두정동(프라지움1차 부근),충청남도 천안시 서북구 두정동(프라지움1차 부근),7,12,3,9,0,0,127.138288513505,36.832938763814,73.0,0.5067,0.9808,high,고위험
6779349,2022040,2022,4413310400,44133002,충청남도 천안시 서북구2,충청남도 천안시 서북구 두정동(대전지방고용노동청천 부근),충청남도 천안시 서북구 두정동(대전지방고용노동청천 부근),7,8,0,7,1,0,127.133576803428,36.833284920963,36.0,0.0133,0.3785,low,관심
6778765,2022040,2022,4415010500,44150001,충청남도 공주시1,충청남도 공주시 산성동(산성동195 부근),충청남도 공주시 산성동(산성동195 부근),14,14,0,14,0,0,127.124634428837,36.458416997947,70.0,0.4667,0.9753,high,고위험
6779051,2022040,2022,4418010100,44180001,충청남도 보령시1,충청남도 보령시 대천동(대천동61435 부근),충청남도 보령시 대천동(대천동61435 부근),9,9,1,8,0,0,126.593787814957,36.349370337272,51.0,0.2133,0.8629,high,고위험
6778878,2022040,2022,4418010100,44180002,충청남도 보령시2,충청남도 보령시 대천동(명문당사거리 부근),충청남도 보령시 대천동(명문당사거리 부근),8,8,0,8,0,0,126.59689754109,36.350295388922,40.0,0.0667,0.5282,medium,주의
6778871,2022040,2022,4420010100,44200001,충청남도 아산시1,충청남도 아산시 온천동(룰루랄라게임방 부근),충청남도 아산시 온천동(룰루랄라게임방 부근),12,13,0,12,1,0,126.999570081695,36.780691870734,61.0,0.3467,0.943,high,고위험
6779307,2022040,2022,4420010100,44200002,충청남도 아산시2,충청남도 아산시 온천동(A플러스 부근),충청남도 아산시 온천동(A플러스 부근),9,10,0,10,0,0,127.005625039865,36.780176308291,49.0,0.1867,0.8065,high,고위험
6779069,2022040,2022,4420011300,44200003,충청남도 아산시3,충청남도 아산시 모종동(아하실버의료기 부근),충청남도 아산시 모종동(아하실버의료기 부근),7,10,1,9,0,0,127.015236421025,36.784362611047,53.0,0.24,0.8725,high,고위험
6779160,2022040,2022,4420010100,44200004,충청남도 아산시4,충청남도 아산시 온천동(역전삼거리 부근),충청남도 아산시 온천동(역전삼거리 부근),7,7,0,7,0,0,127.003823883966,36.781430863445,35.0,0.0,0.3196,low,관심
6778764,2022040,2022,4421010200,44210001,충청남도 서산시1,충청남도 서산시 동문동(래쉬랩스 부근),충청남도 서산시 동문동(래쉬랩스 부근),10,11,1,9,1,0,126.459394792137,36.78206069015,57.0,0.2933,0.9183,high,고위험
6778873,2022040,2022,4421010100,44210002,충청남도 서산시2,충청남도 서산시 읍내동(삼성화재앞교차로 부근),충청남도 서산시 읍내동(삼성화재앞교차로 부근),8,9,0,8,1,0,126.448667355915,36.779802917871,41.0,0.08,0.6361,medium,주의
6778996,2022040,2022,4421010200,44210003,충청남도 서산시3,충청남도 서산시 동문동(글로리아진스커피 부근),충청남도 서산시 동문동(글로리아진스커피 부근),8,9,0,8,1,0,126.451979720889,36.783437880455,41.0,0.08,0.6361,medium,주의
6779553,2022040,2022,4421010200,44210004,충청남도 서산시4,충청남도 서산시 동문동(행텐 부근),충청남도 서산시 동문동(행텐 부근),8,8,0,8,0,0,126.457363200253,36.783124619606,40.0,0.0667,0.5282,medium,주의
6779096,2022040,2022,4421010100,44210005,충청남도 서산시5,충청남도 서산시 읍내동(성일주택입구 부근),충청남도 서산시 읍내동(성일주택입구 부근),7,8,0,8,0,0,126.448137858476,36.785747692003,39.0,0.0533,0.432,medium,주의
6779127,2022040,2022,4421010200,44210006,충청남도 서산시6,충청남도 서산시 동문동(삼일상가사거리 부근),충청남도 서산시 동문동(삼일상가사거리 부근),7,7,0,7,0,0,126.459643264026,36.780259995603,35.0,0.0,0.3196,low,관심
6779322,2022040,2022,4421010200,44210007,충청남도 서산시7,충청남도 서산시 동문동(우리은행서산지점지점 부근),충청남도 서산시 동문동(우리은행서산지점지점 부근),7,7,0,7,0,0,126.459818636322,36.783867264464,35.0,0.0,0.3196,low,관심
6779087,2022040,2022,4423010200,44230001,충청남도 논산시1,충청남도 논산시 반월동(반월동191 부근),충청남도 논산시 반월동(반월동191 부근),7,8,1,6,1,0,127.084912431665,36.204773187434,42.0,0.0933,0.6542,medium,주의
6778885,2022040,2022,4427010100,44270001,충청남도 당진시1,충청남도 당진시 읍내동(당진구터미널로터리 부근),충청남도 당진시 읍내동(당진구터미널로터리 부근),10,12,0,10,2,0,126.630486970398,36.893950739136,52.0,0.2267,0.8705,high,고위험
6779555,2022040,2022,4427010100,44270002,충청남도 당진시2,충청남도 당진시 읍내동(당진중앙도서관앞 부근),충청남도 당진시 읍내동(당진중앙도서관앞 부근),7,7,1,6,0,0,126.632890574042,36.899737454721,41.0,0.08,0.6361,medium,주의
6779521,2022040,2022,4427010100,44270003,충청남도 당진시3,충청남도 당진시 읍내동(행동교교차로 부근),충청남도 당진시 읍내동(행동교교차로 부근),7,11,0,10,1,0,126.630533999545,36.889804504775,48.0,0.1733,0.7939,medium,주의
6779052,2022040,2022,4427010100,44270004,충청남도 당진시4,충청남도 당진시 읍내동(당진시장오거리 부근),충청남도 당진시 읍내동(당진시장오거리 부근),7,7,0,7,0,0,126.62916284549,36.891957896341,35.0,0.0,0.3196,low,관심
6778932,2022040,2022,4476025000,44760001,충청남도 부여군1,충청남도 부여군 부여읍(부여한의원 부근),충청남도 부여군 부여읍(부여한의원 부근),11,11,0,11,0,0,126.909017799033,36.28174692668,55.0,0.2667,0.9007,high,고위험
6778767,2022040,2022,4477025300,44770001,충청남도 서천군1,충청남도 서천군 서천읍(군사리8576 부근),충청남도 서천군 서천읍(군사리8576 부근),13,14,1,12,1,0,126.688008751504,36.075259966975,72.0,0.4933,0.9803,high,고위험
6779150,2022040,2022,4480025000,44800001,충청남도 홍성군1,충청남도 홍성군 홍성읍(오관교 부근),충청남도 홍성군 홍성읍(오관교 부근),7,8,0,7,1,0,126.666660019745,36.600696525625,36.0,0.0133,0.3785,low,관심
6779048,2022040,2022,4482525000,44825001,충청남도 태안군1,충청남도 태안군 태안읍(한국외식업중앙회태안 부근),충청남도 태안군 태안읍(한국외식업중앙회태안 부근),7,7,1,6,0,0,126.298697153452,36.753143030228,41.0,0.08,0.6361,medium,주의
6779577,2022040,2022,4482525000,44825002,충청남도 태안군2,충청남도 태안군 태안읍(동문리842 부근),충청남도 태안군 태안읍(동문리842 부근),7,7,0,7,0,0,126.296221801896,36.753839150457,35.0,0.0,0.3196,low,관심
6778920,2022040,2022,4511114200,45111001,전라북도 전주시 완산구1,전라북도 전주시 완산구 효자동3가(효자동3가1558 부근),전라북도 전주시 완산구 효자동3가(효자동3가1558 부근),8,14,0,9,5,0,127.10885684247,35.817352089328,49.0,0.1867,0.8065,high,고위험
6779566,2022040,2022,4511112200,45111002,전라북도 전주시 완산구2,전라북도 전주시 완산구 동완산동(전동공용정류장 부근),전라북도 전주시 완산구 동완산동(전동공용정류장 부근),7,7,1,6,0,0,127.147405647054,35.811520671143,41.0,0.08,0.6361,medium,주의
6779295,2022040,2022,4511113200,45111003,전라북도 전주시 완산구3,전라북도 전주시 완산구 평화동1가(평화1동행정복지센터 부근),전라북도 전주시 완산구 평화동1가(평화1동행정복지센터 부근),7,7,1,6,0,0,127.140826019906,35.797796596736,41.0,0.08,0.6361,medium,주의
6779304,2022040,2022,4511114000,45111004,전라북도 전주시 완산구4,전라북도 전주시 완산구 효자동1가(전북은행화산지점 부근),전라북도 전주시 완산구 효자동1가(전북은행화산지점 부근),7,8,0,8,0,0,127.117955558803,35.812873272185,39.0,0.0533,0.432,medium,주의
6779216,2022040,2022,4511111200,45111005,전라북도 전주시 완산구5,전라북도 전주시 완산구 전동3가(매곡교 부근),전라북도 전주시 완산구 전동3가(매곡교 부근),7,7,0,7,0,0,127.145409238447,35.812416416585,35.0,0.0,0.3196,low,관심
6779292,2022040,2022,4511312300,45113001,전라북도 전주시 덕진구1,전라북도 전주시 덕진구 반월동(이디야커피전주동산점 부근),전라북도 전주시 덕진구 반월동(이디야커피전주동산점 부근),7,7,0,7,0,0,127.076690901465,35.870979081121,35.0,0.0,0.3196,low,관심
6779198,2022040,2022,4511310700,45113002,전라북도 전주시 덕진구2,전라북도 전주시 덕진구 금암동(모래내사거리 부근),전라북도 전주시 덕진구 금암동(모래내사거리 부근),7,7,0,7,0,0,127.144212223716,35.832609069854,35.0,0.0,0.3196,low,관심
6779042,2022040,2022,4513012700,45130001,전라북도 군산시1,전라북도 군산시 대명동(군산화물역사거리 부근),전라북도 군산시 대명동(군산화물역사거리 부근),8,8,1,7,0,0,126.720263240657,35.980268966141,46.0,0.1467,0.7722,medium,주의
6778997,2022040,2022,4513012900,45130002,전라북도 군산시2,전라북도 군산시 미원동(흥남동주민센터 부근),전라북도 군산시 미원동(흥남동주민센터 부근),7,9,1,7,1,0,126.715626189598,35.978074969285,46.0,0.1467,0.7722,medium,주의
6779046,2022040,2022,4514011300,45140001,전라북도 익산시1,전라북도 익산시 남중동(라인축산 부근),전라북도 익산시 남중동(라인축산 부근),8,8,1,7,0,0,126.957844555083,35.95038284969,46.0,0.1467,0.7722,medium,주의
6778987,2022040,2022,4518010100,45180001,전라북도 정읍시1,전라북도 정읍시 수성동(정읍원예농협 부근),전라북도 정읍시 수성동(정읍원예농협 부근),8,8,1,7,0,0,126.854511361111,35.565784662333,46.0,0.1467,0.7722,medium,주의
6778967,2022040,2022,4518010400,45180002,전라북도 정읍시2,전라북도 정읍시 시기동(유한당약국 부근),전라북도 정읍시 시기동(유한당약국 부근),8,8,0,8,0,0,126.854305136674,35.563980275171,40.0,0.0667,0.5282,medium,주의
6779294,2022040,2022,4521010100,45210001,전라북도 김제시1,전라북도 김제시 요촌동(요촌1길입구 부근),전라북도 김제시 요촌동(요촌1길입구 부근),7,7,0,7,0,0,126.884462410413,35.804330953811,35.0,0.0,0.3196,low,관심
6779328,2022040,2022,4521010100,45210002,전라북도 김제시2,전라북도 김제시 요촌동(쇼핑센터사거리 부근),전라북도 김제시 요촌동(쇼핑센터사거리 부근),7,7,0,7,0,0,126.884711571183,35.800725798358,35.0,0.0,0.3196,low,관심
6778936,2022040,2022,4611015800,46110001,전라남도 목포시1,전라남도 목포시 상동(유달교회 부근),전남 목포시 상동(유달교회 부근),8,8,1,7,0,0,126.418752150892,34.811038548391,46.0,0.1467,0.7722,medium,주의
6779557,2022040,2022,4611010100,46110002,전라남도 목포시2,전라남도 목포시 용당동(MBC앞 부근),전남 목포시 용당동(MBC앞 부근),7,8,0,8,0,0,126.402198241856,34.806201401774,39.0,0.0533,0.432,medium,주의
6779021,2022040,2022,4613010800,46130001,전라남도 여수시1,전라남도 여수시 교동(여수교 부근),전남 여수시 교동(여수교 부근),9,9,0,9,0,0,127.729912483975,34.740237044305,45.0,0.1333,0.7283,medium,주의
6779251,2022040,2022,4613011300,46130002,전라남도 여수시2,전라남도 여수시 서교동(한재사거리 부근),전남 여수시 서교동(한재사거리 부근),7,29,5,7,16,1,127.727951576105,34.742224645852,101.5,0.8867,0.999,high,고위험
6779562,2022040,2022,4613010300,46130003,전라남도 여수시3,전라남도 여수시 공화동(공화동사거리 부근),전남 여수시 공화동(공화동사거리 부근),7,9,1,7,1,0,127.743037896783,34.745802594115,46.0,0.1467,0.7722,medium,주의
6779217,2022040,2022,4613010900,46130004,전라남도 여수시4,전라남도 여수시 군자동(고소동3842 부근),전남 여수시 군자동(고소동3842 부근),7,8,1,7,0,0,127.737344037099,34.741304925383,45.0,0.1333,0.7283,medium,주의
6779001,2022040,2022,4613012000,46130005,전라남도 여수시5,전라남도 여수시 문수동(여서농협앞교차로 부근),전남 여수시 문수동(여서농협앞교차로 부근),7,7,0,7,0,0,127.705912321498,34.753626322698,35.0,0.0,0.3196,low,관심
6779091,2022040,2022,4613010800,46130006,전라남도 여수시6,전라남도 여수시 교동(여객선터미널입구교차 부근),전남 여수시 교동(여객선터미널입구교차 부근),7,7,0,7,0,0,127.732095307653,34.739511480272,35.0,0.0,0.3196,low,관심
6779248,2022040,2022,4615011100,46150001,전라남도 순천시1,전라남도 순천시 조곡동(관음정사포교원 부근),전남 순천시 조곡동(관음정사포교원 부근),7,8,1,7,0,0,127.500284738651,34.945696320829,45.0,0.1333,0.7283,medium,주의
6779186,2022040,2022,4615011700,46150002,전라남도 순천시2,전라남도 순천시 인제동(아랫시장사거리 부근),전남 순천시 인제동(아랫시장사거리 부근),7,7,1,6,0,0,127.494151900091,34.945876530578,41.0,0.08,0.6361,medium,주의
6779238,2022040,2022,4615010700,46150003,전라남도 순천시3,전라남도 순천시 매곡동(NH농협은행북순천지점 부근),전남 순천시 매곡동(NH농협은행북순천지점 부근),7,7,0,7,0,0,127.484292833049,34.960123324233,35.0,0.0,0.3196,low,관심
6779567,2022040,2022,4677025000,46770001,전라남도 고흥군1,전라남도 고흥군 고흥읍(제일약국 부근),전남 고흥군 고흥읍(제일약국 부근),7,7,0,7,0,0,127.286726049968,34.607884491477,35.0,0.0,0.3196,low,관심
6779234,2022040,2022,4678025300,46780001,전라남도 보성군1,전라남도 보성군 벌교읍(역전삼거리 부근),전남 보성군 벌교읍(역전삼거리 부근),7,8,0,7,1,0,127.346497914148,34.843159544878,36.0,0.0133,0.3785,low,관심
6779088,2022040,2022,4679025000,46790001,전라남도 화순군1,전라남도 화순군 화순읍(국민은행교차로 부근),전남 화순군 화순읍(국민은행교차로 부근),7,7,1,6,0,0,126.992309862012,35.059876744317,41.0,0.08,0.6361,medium,주의
6779264,2022040,2022,4681025000,46810001,전라남도 강진군1,전라남도 강진군 강진읍(명성축산물유통판매장 부근),전남 강진군 강진읍(명성축산물유통판매장 부근),7,7,0,7,0,0,126.772519713315,34.63980879544,35.0,0.0,0.3196,low,관심
6778962,2022040,2022,4711311600,47113001,경상북도 포항시 북구1,경상북도 포항시 북구 죽도동(대호동물병원 부근),경상북도 포항시 북구 죽도동(대호동물병원 부근),8,8,2,6,0,0,129.363686089443,36.034312810789,52.0,0.2267,0.8705,high,고위험
6779213,2022040,2022,4711311600,47113002,경상북도 포항시 북구2,경상북도 포항시 북구 죽도동(오거리 부근),경상북도 포항시 북구 죽도동(오거리 부근),7,9,1,6,2,0,129.365649047766,36.032839970389,43.0,0.1067,0.6628,medium,주의
6779369,2022040,2022,4711312000,47113003,경상북도 포항시 북구3,경상북도 포항시 북구 두호동(두호동사무소입구교차 부근),경상북도 포항시 북구 두호동(두호동사무소입구교차 부근),7,7,1,6,0,0,129.380078508118,36.060919643827,41.0,0.08,0.6361,medium,주의
6779014,2022040,2022,4711311600,47113004,경상북도 포항시 북구4,경상북도 포항시 북구 죽도동(쌍용사거리 부근),경상북도 포항시 북구 죽도동(쌍용사거리 부근),7,8,0,8,0,0,129.353283134011,36.016625507762,39.0,0.0533,0.432,medium,주의
6779071,2022040,2022,4711311900,47113005,경상북도 포항시 북구5,경상북도 포항시 북구 창포동(창포주공1차앞교차로 부근),경상북도 포항시 북구 창포동(창포주공1차앞교차로 부근),7,7,0,7,0,0,129.370401900029,36.064857101475,35.0,0.0,0.3196,low,관심
6778864,2022040,2022,4713010500,47130001,경상북도 경주시1,경상북도 경주시 황오동(경주우체국 부근),경상북도 경주시 황오동(경주우체국 부근),9,9,0,9,0,0,129.215298385313,35.844513464126,45.0,0.1333,0.7283,medium,주의
6779211,2022040,2022,4713012400,47130002,경상북도 경주시2,경상북도 경주시 황성동(예가체프커피 부근),경상북도 경주시 황성동(예가체프커피 부근),7,7,0,7,0,0,129.214198914649,35.865443690975,35.0,0.0,0.3196,low,관심
6779530,2022040,2022,4713010800,47130003,경상북도 경주시3,경상북도 경주시 성건동(경북대구낙농농협성건 부근),경상북도 경주시 성건동(경북대구낙농농협성건 부근),7,7,0,7,0,0,129.206645457523,35.843735208814,35.0,0.0,0.3196,low,관심
6779010,2022040,2022,4715010500,47150001,경상북도 김천시1,경상북도 김천시 평화동(성내교회 부근),경상북도 김천시 평화동(성내교회 부근),8,8,0,8,0,0,128.117936272642,36.124200430606,40.0,0.0667,0.5282,medium,주의
6778947,2022040,2022,4715010700,47150002,경상북도 김천시2,경상북도 김천시 황금동(실로암샘물교회 부근),경상북도 김천시 황금동(실로암샘물교회 부근),7,8,1,7,0,0,128.124331365201,36.117856352989,45.0,0.1333,0.7283,medium,주의
6779330,2022040,2022,4715010300,47150003,경상북도 김천시3,경상북도 김천시 모암동(초원교회 부근),경상북도 김천시 모암동(초원교회 부근),7,7,0,7,0,0,128.127687707023,36.12072380536,35.0,0.0,0.3196,low,관심
6779212,2022040,2022,4715010800,47150004,경상북도 김천시4,경상북도 김천시 신음동(청와삼대신음점 부근),경상북도 김천시 신음동(청와삼대신음점 부근),7,7,0,7,0,0,128.11801825484,36.13465809,35.0,0.0,0.3196,low,관심
6778898,2022040,2022,4717013300,47170001,경상북도 안동시1,경상북도 안동시 옥동(옥동사거리 부근),경상북도 안동시 옥동(옥동사거리 부근),8,8,0,8,0,0,128.701158535539,36.562400297437,40.0,0.0667,0.5282,medium,주의
6778944,2022040,2022,4719010100,47190001,경상북도 구미시1,경상북도 구미시 원평동(원평동863 부근),경상북도 구미시 원평동(원평동863 부근),7,8,0,7,1,0,128.330662591107,36.12724160052,36.0,0.0133,0.3785,low,관심
6778941,2022040,2022,4721010300,47210001,경상북도 영주시1,경상북도 영주시 하망동(하망성당어린이집 부근),경상북도 영주시 하망동(하망성당어린이집 부근),7,7,1,6,0,0,128.629899924043,36.824874841602,41.0,0.08,0.6361,medium,주의
6779200,2022040,2022,4721010100,47210002,경상북도 영주시2,경상북도 영주시 영주동(도시재생지원센터 부근),경상북도 영주시 영주동(도시재생지원센터 부근),7,8,0,8,0,0,128.62119468179,36.827661514168,39.0,0.0533,0.432,medium,주의
6779291,2022040,2022,4721010400,47210003,경상북도 영주시3,경상북도 영주시 휴천동(한국농어촌공사영주봉 부근),경상북도 영주시 휴천동(한국농어촌공사영주봉 부근),7,7,0,7,0,0,128.628016177106,36.818763069661,35.0,0.0,0.3196,low,관심
6778911,2022040,2022,4725010700,47250001,경상북도 상주시1,경상북도 상주시 남성동(대구은행상주지점 부근),경상북도 상주시 남성동(대구은행상주지점 부근),9,9,0,9,0,0,128.159701364927,36.413190387228,45.0,0.1333,0.7283,medium,주의
6779323,2022040,2022,4729010900,47290001,경상북도 경산시1,경상북도 경산시 옥산동(우방타운아파트 부근),경상북도 경산시 옥산동(우방타운아파트 부근),8,9,0,8,1,0,128.722907509675,35.823127324168,41.0,0.08,0.6361,medium,주의
6779156,2022040,2022,4729025000,47290002,경상북도 경산시2,경상북도 경산시 하양읍(풀잎문화센터하양지부 부근),경상북도 경산시 하양읍(풀잎문화센터하양지부 부근),7,7,0,7,0,0,128.817818432176,35.912638592098,35.0,0.0,0.3196,low,관심
6779518,2022040,2022,4777036000,47770001,경상북도 영덕군1,경상북도 영덕군 영해면(영해농협본점 부근),경상북도 영덕군 영해면(영해농협본점 부근),7,7,0,7,0,0,129.407022651675,36.539677326049,35.0,0.0,0.3196,low,관심
6779035,2022040,2022,4785025000,47850001,경상북도 칠곡군1,경상북도 칠곡군 왜관읍(왜관지하도서측 부근),경상북도 칠곡군 왜관읍(왜관지하도서측 부근),8,8,1,7,0,0,128.398963567116,35.996564541321,46.0,0.1467,0.7722,medium,주의
6779571,2022040,2022,4812112900,48121001,경상남도 창원시 의창구1,경상남도 창원시 의창구 팔용동(한국복지재단입구교차 부근),경상남도 창원시 의창구 팔용동(한국복지재단입구교차 부근),7,12,2,9,0,1,128.609041998191,35.257481142442,63.5,0.38,0.9516,high,고위험
6779321,2022040,2022,4812110300,48121002,경상남도 창원시 의창구2,경상남도 창원시 의창구 서상동(의창주유소 부근),경상남도 창원시 의창구 서상동(의창주유소 부근),7,7,1,6,0,0,128.617914174401,35.263170038767,41.0,0.08,0.6361,medium,주의
6778912,2022040,2022,4812312700,48123001,경상남도 창원시 성산구1,경상남도 창원시 성산구 상남동(상남시장사거리 부근),경상남도 창원시 성산구 상남동(상남시장사거리 부근),8,8,0,8,0,0,128.684598749434,35.222322206406,40.0,0.0667,0.5282,medium,주의
6778876,2022040,2022,4812510400,48125001,경상남도 창원시 마산합포구1,경상남도 창원시 마산합포구 남성동(국민은행앞교차로 부근),경상남도 창원시 마산합포구 남성동(국민은행앞교차로 부근),9,10,0,10,0,0,128.576908522711,35.204934374922,49.0,0.1867,0.8065,high,고위험
6779584,2022040,2022,4812514600,48125002,경상남도 창원시 마산합포구2,경상남도 창원시 마산합포구 중성동(동아측기사 부근),경상남도 창원시 마산합포구 중성동(동아측기사 부근),7,7,1,6,0,0,128.575432549074,35.209636124109,41.0,0.08,0.6361,medium,주의
6779205,2022040,2022,4812515300,48125003,경상남도 창원시 마산합포구3,경상남도 창원시 마산합포구 창포동3가(평강교회앞교차로 부근),경상남도 창원시 마산합포구 창포동3가(평강교회앞교차로 부근),7,8,0,8,0,0,128.559681280468,35.181102139253,39.0,0.0533,0.432,medium,주의
6779558,2022040,2022,4812513700,48125004,경상남도 창원시 마산합포구4,경상남도 창원시 마산합포구 오동동(오정동사무소입구교차 부근),경상남도 창원시 마산합포구 오동동(오정동사무소입구교차 부근),7,7,0,7,0,0,128.579351298125,35.206896272946,35.0,0.0,0.3196,low,관심
6779055,2022040,2022,4812510400,48125005,경상남도 창원시 마산합포구5,경상남도 창원시 마산합포구 남성동(극동다방 부근),경상남도 창원시 마산합포구 남성동(극동다방 부근),7,7,0,7,0,0,128.575571394505,35.203503604808,35.0,0.0,0.3196,low,관심
6779173,2022040,2022,4812710700,48127001,경상남도 창원시 마산회원구1,경상남도 창원시 마산회원구 회성동(서마산IC사거리 부근),경상남도 창원시 마산회원구 회성동(서마산IC사거리 부근),7,7,1,6,0,0,128.564524623414,35.232454325608,41.0,0.08,0.6361,medium,주의
6779176,2022040,2022,4812710600,48127002,경상남도 창원시 마산회원구2,경상남도 창원시 마산회원구 합성동(국민은행앞교차로 부근),경상남도 창원시 마산회원구 합성동(국민은행앞교차로 부근),7,8,0,7,1,0,128.583495794996,35.23769590904,36.0,0.0133,0.3785,low,관심
6779505,2022040,2022,4812913100,48129001,경상남도 창원시 진해구1,경상남도 창원시 진해구 화천동(KB국민은행진해지점 부근),경상남도 창원시 진해구 화천동(KB국민은행진해지점 부근),7,7,0,7,0,0,128.662490354947,35.151305929826,35.0,0.0,0.3196,low,관심
6779565,2022040,2022,4817011800,48170001,경상남도 진주시1,경상남도 진주시 옥봉동(구부산교통사거리 부근),경상남도 진주시 옥봉동(구부산교통사거리 부근),7,9,0,8,1,0,128.088843643321,35.194225273179,40.0,0.0667,0.5282,medium,주의
6778929,2022040,2022,4817011300,48170002,경상남도 진주시2,경상남도 진주시 봉곡동(봉곡광장교차로 부근),경상남도 진주시 봉곡동(봉곡광장교차로 부근),7,9,0,8,0,1,128.077651291775,35.195902238099,39.5,0.06,0.433,medium,주의
6778931,2022040,2022,4822010900,48220001,경상남도 통영시1,경상남도 통영시 정량동(에스케이텔레콤입구 부근),경상남도 통영시 정량동(에스케이텔레콤입구 부근),9,10,0,9,1,0,128.43066972343,34.84528670322,46.0,0.1467,0.7722,medium,주의
6778958,2022040,2022,4822010100,48220002,경상남도 통영시2,경상남도 통영시 도천동(해성수산 부근),경상남도 통영시 도천동(해성수산 부근),8,8,0,8,0,0,128.418153777576,34.841053542188,40.0,0.0667,0.5282,medium,주의
6779029,2022040,2022,4822011000,48220003,경상남도 통영시3,경상남도 통영시 북신동(무전사거리 부근),경상남도 통영시 북신동(무전사거리 부근),7,8,1,6,1,0,128.427732936027,34.856490530115,42.0,0.0933,0.6542,medium,주의
6778993,2022040,2022,4822010900,48220004,경상남도 통영시4,경상남도 통영시 정량동(차선감소 부근),경상남도 통영시 정량동(차선감소 부근),7,7,1,6,0,0,128.431619860769,34.851952194039,41.0,0.08,0.6361,medium,주의
6779276,2022040,2022,4822010200,48220005,경상남도 통영시5,경상남도 통영시 서호동(속성변화점 부근),경상남도 통영시 서호동(속성변화점 부근),7,8,0,7,1,0,128.420788503388,34.841935351736,36.0,0.0133,0.3785,low,관심
